0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10.798194517814181,11.714754381197746,12.739780083726897,13.87673588135201,15.127328129538903,16.491186909473146,17.96557058380519,19.545108734843488,21.221599329273403,22.983875541376452,24.81775636758183,26.706092944016767,28.628919358203607,30.56371281183782,32.485763393238315,34.36864866496447,36.18480302414302,37.90616664645363,39.50489409363937,40.95409865960946,42.22860553636843,43.30568513447743,44.1657375616183,44.79290043119809,45.17555483090784,45.30670832162684,45.184239059868226,44.810991260250255,44.194718892656866,43.34788135558324,42.2873014822508,41.03370223261497,39.611143455957716,38.04638389300944,36.36819592397481,34.60666135520185,32.79247576885136,30.956286731611282,29.128087654604947,27.33668457610547,25.60924791552638,23.97095566814844,22.444728931073193,21.05105541412871,19.807892002502108,18.730633756336935,17.832134146742014,17.122759954079058,16.61046413181834,16.300861029532445,16.1972905615447,16.300861029532445,16.61046413181834,17.122759954079058,17.832134146742014,18.730633756336935,19.807892002502108,21.05105541412871,22.444728931073193,23.97095566814844,25.60924791552638,27.33668457610547,29.128087654604947,30.956286731611282,32.79247576885136,34.60666135520185,36.36819592397481,38.04638389300944,39.611143455957716,41.03370223261497,42.2873014822508,43.34788135558324,44.194718892656866,44.810991260250255,45.184239059868226,45.30670832162684,45.17555483090784,44.79290043119809,44.1657375616183,43.30568513447743,42.22860553636843,40.95409865960946,39.50489409363937,37.90616664645363,36.18480302414302,34.36864866496447,32.485763393238315,30.56371281183782,28.628919358203607,26.706092944016767,24.81775636758183,22.983875541376452,21.221599329273403,19.545108734843488,17.96557058380519,16.491186909473146,15.127328129538903,13.87673588135201,12.739780083726897,11.714754381197746
11.714754381197746,12.631314244581311,13.656339947110462,14.793295744735575,16.043887992922468,17.40774677285671,18.882130447188754,20.46166859822705,22.138159192656964,23.900435404760017,25.734316230965394,27.622652807400332,29.545479221587172,31.480272675221386,33.402323256621884,35.285208528348036,37.101362887526584,38.822726509837196,40.42145395702293,41.870658522993025,43.14516539975199,44.222244997861,45.08229742500187,45.70946029458166,46.09211469429141,46.22326818501041,46.10079892325179,45.727551123633816,45.111278756040434,44.26444121896681,43.203861345634365,41.95026209599854,40.527703319341285,38.962943756393,37.28475578735838,35.52322121858541,33.70903563223493,31.872846594994847,30.044647517988512,28.253244439489034,26.525807778909947,24.887515531532006,23.361288794456758,21.96761527751228,20.724451865885673,19.647193619720504,18.748694010125583,18.039319817462626,17.527023995201905,17.21742089291601,17.113850424928266,17.21742089291601,17.527023995201905,18.039319817462626,18.748694010125583,19.647193619720504,20.724451865885673,21.96761527751228,23.361288794456758,24.887515531532006,26.525807778909947,28.253244439489034,30.044647517988512,31.872846594994847,33.70903563223493,35.52322121858541,37.28475578735838,38.962943756393,40.527703319341285,41.95026209599854,43.203861345634365,44.26444121896681,45.111278756040434,45.727551123633816,46.10079892325179,46.22326818501041,46.09211469429141,45.70946029458166,45.08229742500187,44.222244997861,43.14516539975199,41.870658522993025,40.42145395702293,38.822726509837196,37.101362887526584,35.285208528348036,33.402323256621884,31.480272675221386,29.545479221587172,27.622652807400332,25.734316230965394,23.900435404760017,22.138159192656964,20.46166859822705,18.882130447188754,17.40774677285671,16.043887992922468,14.793295744735575,13.656339947110462,12.631314244581311
12.739780083726897,13.656339947110462,14.681365649639613,15.818321447264726,17.06891369545162,18.43277247538586,19.907156149717906,21.486694300756202,23.163184895186117,24.925461107289166,26.759341933494547,28.647678509929484,30.57050492411632,32.505298377750535,34.42734895915103,36.310234230877185,38.12638859005573,39.847752212366345,41.44647965955209,42.895684225522174,44.170191102281144,45.247270700390146,46.10732312753102,46.73448599711081,47.11714039682056,47.24829388753956,47.12582462578094,46.75257682616297,46.13630445856958,45.28946692149596,44.228887048163514,42.97528779852769,41.552729021870434,39.98796945892216,38.30978148988753,36.54824692111456,34.73406133476408,32.897872297523996,31.069673220517664,29.278270142018187,27.5508334814391,25.91254123406116,24.38631449698591,22.99264098004143,21.749477568414825,20.672219322249653,19.77371971265473,19.064345519991775,18.552049697731057,18.24244659544516,18.138876127457415,18.24244659544516,18.552049697731057,19.064345519991775,19.77371971265473,20.672219322249653,21.749477568414825,22.99264098004143,24.38631449698591,25.91254123406116,27.5508334814391,29.278270142018187,31.069673220517664,32.897872297523996,34.73406133476408,36.54824692111456,38.30978148988753,39.98796945892216,41.552729021870434,42.97528779852769,44.228887048163514,45.28946692149596,46.13630445856958,46.75257682616297,47.12582462578094,47.24829388753956,47.11714039682056,46.73448599711081,46.10732312753102,45.247270700390146,44.170191102281144,42.895684225522174,41.44647965955209,39.847752212366345,38.12638859005573,36.310234230877185,34.42734895915103,32.505298377750535,30.57050492411632,28.647678509929484,26.759341933494547,24.925461107289166,23.163184895186117,21.486694300756202,19.907156149717906,18.43277247538586,17.06891369545162,15.818321447264726,14.681365649639613,13.656339947110462
13.87673588135201,14.793295744735575,15.818321447264726,16.95527724488984,18.205869493076733,19.569728273010973,21.04411194734302,22.623650098381315,24.30014069281123,26.06241690491428,27.89629773111966,29.784634307554597,31.707460721741434,33.64225417537565,35.564304756776146,37.4471900285023,39.263344387680846,40.98470800999146,42.5834354571772,44.03264002314729,45.30714689990626,46.38422649801526,47.24427892515613,47.87144179473592,48.25409619444567,48.38524968516467,48.262780423406056,47.889532623788085,47.273260256194696,46.42642271912107,45.36584284578863,44.1122435961528,42.68968481949555,41.12492525654727,39.44673728751264,37.685202718739674,35.87101713238919,34.03482809514911,32.20662901814278,30.4152259396433,28.687789279064212,27.049497031686272,25.523270294611024,24.129596777666542,22.886433366039938,21.809175119874766,20.910675510279845,20.20130131761689,19.68900549535617,19.379402393070272,19.275831925082528,19.379402393070272,19.68900549535617,20.20130131761689,20.910675510279845,21.809175119874766,22.886433366039938,24.129596777666542,25.523270294611024,27.049497031686272,28.687789279064212,30.4152259396433,32.20662901814278,34.03482809514911,35.87101713238919,37.685202718739674,39.44673728751264,41.12492525654727,42.68968481949555,44.1122435961528,45.36584284578863,46.42642271912107,47.273260256194696,47.889532623788085,48.262780423406056,48.38524968516467,48.25409619444567,47.87144179473592,47.24427892515613,46.38422649801526,45.30714689990626,44.03264002314729,42.5834354571772,40.98470800999146,39.263344387680846,37.4471900285023,35.564304756776146,33.64225417537565,31.707460721741434,29.784634307554597,27.89629773111966,26.06241690491428,24.30014069281123,22.623650098381315,21.04411194734302,19.569728273010973,18.205869493076733,16.95527724488984,15.818321447264726,14.793295744735575
15.127328129538903,16.043887992922468,17.06891369545162,18.205869493076733,19.456461741263624,20.820320521197868,22.29470419552991,23.87424234656821,25.550732940998124,27.313009153101174,29.14688997930655,31.035226555741488,32.95805296992833,34.892846423562546,36.81489700496304,38.69778227668919,40.513936635867736,42.23530025817835,43.83402770536409,45.28323227133418,46.55773914809315,47.63481874620215,48.49487117334302,49.12203404292281,49.50468844263256,49.635841933351564,49.51337267159295,49.140124871974976,48.52385250438159,47.67701496730796,46.61643509397552,45.36283584433969,43.94027706768244,42.37551750473416,40.69732953569954,38.935794966926565,37.12160938057609,35.285420343336,33.45722126632967,31.66581818783019,29.938381527251103,28.300089279873163,26.773862542797914,25.380189025853433,24.13702561422683,23.059767368061657,22.161267758466735,21.45189356580378,20.93959774354306,20.629994641257166,20.526424173269422,20.629994641257166,20.93959774354306,21.45189356580378,22.161267758466735,23.059767368061657,24.13702561422683,25.380189025853433,26.773862542797914,28.300089279873163,29.938381527251103,31.66581818783019,33.45722126632967,35.285420343336,37.12160938057609,38.935794966926565,40.69732953569954,42.37551750473416,43.94027706768244,45.36283584433969,46.61643509397552,47.67701496730796,48.52385250438159,49.140124871974976,49.51337267159295,49.635841933351564,49.50468844263256,49.12203404292281,48.49487117334302,47.63481874620215,46.55773914809315,45.28323227133418,43.83402770536409,42.23530025817835,40.513936635867736,38.69778227668919,36.81489700496304,34.892846423562546,32.95805296992833,31.035226555741488,29.14688997930655,27.313009153101174,25.550732940998124,23.87424234656821,22.29470419552991,20.820320521197868,19.456461741263624,18.205869493076733,17.06891369545162,16.043887992922468
16.491186909473146,17.40774677285671,18.43277247538586,19.569728273010973,20.820320521197868,22.18417930113211,23.658562975464154,25.23810112650245,26.914591720932364,28.676867933035417,30.510748759240794,32.399085335675736,34.32191174986257,36.256705203496786,38.178755784897284,40.06164105662343,41.877795415801984,43.59915903811259,45.19788648529834,46.64709105126842,47.921597928027396,48.99867752613639,49.85872995327726,50.48589282285705,50.868547222566804,50.999700713285804,50.877231451527194,50.50398365190922,49.88771128431583,49.0408737472422,47.98029387390976,46.72669462427393,45.30413584761668,43.73937628466841,42.06118831563378,40.29965374686081,38.48546816051033,36.64927912327025,34.821080046263916,33.02967696776443,31.302240307185347,29.663948059807407,28.13772132273216,26.74404780578768,25.500884394161073,24.423626147995904,23.525126538400983,22.815752345738026,22.303456523477305,21.99385342119141,21.890282953203666,21.99385342119141,22.303456523477305,22.815752345738026,23.525126538400983,24.423626147995904,25.500884394161073,26.74404780578768,28.13772132273216,29.663948059807407,31.302240307185347,33.02967696776443,34.821080046263916,36.64927912327025,38.48546816051033,40.29965374686081,42.06118831563378,43.73937628466841,45.30413584761668,46.72669462427393,47.98029387390976,49.0408737472422,49.88771128431583,50.50398365190922,50.877231451527194,50.999700713285804,50.868547222566804,50.48589282285705,49.85872995327726,48.99867752613639,47.921597928027396,46.64709105126842,45.19788648529834,43.59915903811259,41.877795415801984,40.06164105662343,38.178755784897284,36.256705203496786,34.32191174986257,32.399085335675736,30.510748759240794,28.676867933035417,26.914591720932364,25.23810112650245,23.658562975464154,22.18417930113211,20.820320521197868,19.569728273010973,18.43277247538586,17.40774677285671
17.96557058380519,18.882130447188754,19.907156149717906,21.04411194734302,22.29470419552991,23.658562975464154,25.132946649796196,26.712484800834496,28.38897539526441,30.15125160736746,31.985132433572836,33.873469010007774,35.79629542419461,37.731088877828824,39.65313945922932,41.536024730955475,43.35217909013403,45.073542712444635,46.67227015963038,48.121474725600464,49.395981602359434,50.473061200468436,51.33311362760931,51.9602764971891,52.34293089689885,52.47408438761785,52.35161512585923,51.97836732624126,51.36209495864787,50.51525742157425,49.454677548241804,48.20107829860598,46.77851952194872,45.21375995900045,43.53557198996582,41.77403742119286,39.95985183484237,38.12366279760229,36.295463720595954,34.504060642096476,32.77662398151739,31.13833173413945,29.6121049970642,28.21843148011972,26.975268068493115,25.898009822327943,24.99951021273302,24.290136020070065,23.777840197809347,23.468237095523452,23.36466662753571,23.468237095523452,23.777840197809347,24.290136020070065,24.99951021273302,25.898009822327943,26.975268068493115,28.21843148011972,29.6121049970642,31.13833173413945,32.77662398151739,34.504060642096476,36.295463720595954,38.12366279760229,39.95985183484237,41.77403742119286,43.53557198996582,45.21375995900045,46.77851952194872,48.20107829860598,49.454677548241804,50.51525742157425,51.36209495864787,51.97836732624126,52.35161512585923,52.47408438761785,52.34293089689885,51.9602764971891,51.33311362760931,50.473061200468436,49.395981602359434,48.121474725600464,46.67227015963038,45.073542712444635,43.35217909013403,41.536024730955475,39.65313945922932,37.731088877828824,35.79629542419461,33.873469010007774,31.985132433572836,30.15125160736746,28.38897539526441,26.712484800834496,25.132946649796196,23.658562975464154,22.29470419552991,21.04411194734302,19.907156149717906,18.882130447188754
19.545108734843488,20.46166859822705,21.486694300756202,22.623650098381315,23.87424234656821,25.23810112650245,26.712484800834496,28.29202295187279,29.968513546302706,31.730789758405756,33.564670584611136,35.453007161046074,37.37583357523291,39.310627028867124,41.23267761026762,43.115562881993775,44.93171724117232,46.653080863482934,48.25180831066868,49.701012876638764,50.975519753397734,52.052599351506736,52.91265177864761,53.5398146482274,53.92246904793715,54.05362253865615,53.93115327689753,53.55790547727956,52.94163310968617,52.09479557261255,51.034215699280104,49.78061644964428,48.35805767298702,46.79329811003875,45.115110141004116,43.35357557223115,41.53938998588067,39.703200948640585,37.875001871634254,36.083598793134776,34.35616213255569,32.71786988517775,31.1916431481025,29.79796963115802,28.554806219531415,27.477547973366242,26.57904836377132,25.869674171108365,25.357378348847647,25.04777524656175,24.944204778574004,25.04777524656175,25.357378348847647,25.869674171108365,26.57904836377132,27.477547973366242,28.554806219531415,29.79796963115802,31.1916431481025,32.71786988517775,34.35616213255569,36.083598793134776,37.875001871634254,39.703200948640585,41.53938998588067,43.35357557223115,45.115110141004116,46.79329811003875,48.35805767298702,49.78061644964428,51.034215699280104,52.09479557261255,52.94163310968617,53.55790547727956,53.93115327689753,54.05362253865615,53.92246904793715,53.5398146482274,52.91265177864761,52.052599351506736,50.975519753397734,49.701012876638764,48.25180831066868,46.653080863482934,44.93171724117232,43.115562881993775,41.23267761026762,39.310627028867124,37.37583357523291,35.453007161046074,33.564670584611136,31.730789758405756,29.968513546302706,28.29202295187279,26.712484800834496,25.23810112650245,23.87424234656821,22.623650098381315,21.486694300756202,20.46166859822705
21.221599329273403,22.138159192656964,23.163184895186117,24.30014069281123,25.550732940998124,26.914591720932364,28.38897539526441,29.968513546302706,31.64500414073262,33.40728035283567,35.24116117904105,37.12949775547599,39.052324169662825,40.98711762329704,42.90916820469754,44.79205347642369,46.60820783560224,48.32957145791285,49.92829890509859,51.37750347106868,52.65201034782765,53.72908994593665,54.58914237307752,55.21630524265731,55.59895964236706,55.730113133086064,55.60764387132745,55.234396071709476,54.61812370411609,53.77128616704246,52.71070629371002,51.45710704407419,50.03454826741694,48.46978870446866,46.79160073543403,45.030066166661065,43.21588058031058,41.3796915430705,39.55149246606417,37.76008938756469,36.0326527269856,34.39436047960766,32.868133742532414,31.474460225587933,30.23129681396133,29.154038567796157,28.255538958201235,27.54616476553828,27.03386894327756,26.724265840991663,26.62069537300392,26.724265840991663,27.03386894327756,27.54616476553828,28.255538958201235,29.154038567796157,30.23129681396133,31.474460225587933,32.868133742532414,34.39436047960766,36.0326527269856,37.76008938756469,39.55149246606417,41.3796915430705,43.21588058031058,45.030066166661065,46.79160073543403,48.46978870446866,50.03454826741694,51.45710704407419,52.71070629371002,53.77128616704246,54.61812370411609,55.234396071709476,55.60764387132745,55.730113133086064,55.59895964236706,55.21630524265731,54.58914237307752,53.72908994593665,52.65201034782765,51.37750347106868,49.92829890509859,48.32957145791285,46.60820783560224,44.79205347642369,42.90916820469754,40.98711762329704,39.052324169662825,37.12949775547599,35.24116117904105,33.40728035283567,31.64500414073262,29.968513546302706,28.38897539526441,26.914591720932364,25.550732940998124,24.30014069281123,23.163184895186117,22.138159192656964
22.983875541376452,23.900435404760017,24.925461107289166,26.06241690491428,27.313009153101174,28.676867933035417,30.15125160736746,31.730789758405756,33.40728035283567,35.16955656493872,37.003437391144104,38.89177396757904,40.81460038176588,42.74939383540009,44.67144441680059,46.554329688526735,48.37048404770529,50.091847670015895,51.69057511720165,53.139779683171724,54.4142865599307,55.491366158039696,56.35141858518057,56.97858145476036,57.36123585447011,57.49238934518911,57.3699200834305,56.99667228381253,56.38039991621913,55.53356237914551,54.472982505813064,53.21938325617724,51.796824479519984,50.232064916571716,48.553876947537084,46.79234237876412,44.978156792413635,43.14196775517355,41.31376867816722,39.52236559966774,37.79492893908865,36.156636691710716,34.63040995463547,33.236736437690986,31.99357302606438,30.91631477989921,30.01781517030429,29.308440977641332,28.79614515538061,28.486542053094716,28.382971585106972,28.486542053094716,28.79614515538061,29.308440977641332,30.01781517030429,30.91631477989921,31.99357302606438,33.236736437690986,34.63040995463547,36.156636691710716,37.79492893908865,39.52236559966774,41.31376867816722,43.14196775517355,44.978156792413635,46.79234237876412,48.553876947537084,50.232064916571716,51.796824479519984,53.21938325617724,54.472982505813064,55.53356237914551,56.38039991621913,56.99667228381253,57.3699200834305,57.49238934518911,57.36123585447011,56.97858145476036,56.35141858518057,55.491366158039696,54.4142865599307,53.139779683171724,51.69057511720165,50.091847670015895,48.37048404770529,46.554329688526735,44.67144441680059,42.74939383540009,40.81460038176588,38.89177396757904,37.003437391144104,35.16955656493872,33.40728035283567,31.730789758405756,30.15125160736746,28.676867933035417,27.313009153101174,26.06241690491428,24.925461107289166,23.900435404760017
